candidate_id,cip_rank,CIP2020Code,CIP2020Title,cip_recommendation_percentage,supporting_occupations,best_occupation_rank,adjusted_cip_score
Candidate_026,3,11.0104,Informatics.,68.66966580976863,2,1,68.66966580976863
Candidate_026,4,11.0201,"Computer Programming/Programmer, General.",68.66966580976863,2,1,68.66966580976863
Candidate_026,5,11.0202,"Computer Programming, Specific Applications.",68.66966580976863,2,1,68.66966580976863
Candidate_027,1,1.0106,Agricultural Business Technology/Technician.,54.67625899280575,2,1,54.67625899280575
Candidate_027,2,1.8201,"Veterinary Administrative Services, General.",54.67625899280575,2,1,54.67625899280575
Candidate_027,3,1.8202,Veterinary Office Management/Administration.,54.67625899280575,2,1,54.67625899280575
Candidate_027,4,1.8203,Veterinary Reception/Receptionist.,54.67625899280575,2,1,54.67625899280575
Candidate_027,5,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.67625899280575,2,1,54.67625899280575
Candidate_028,1,1.0106,Agricultural Business Technology/Technician.,54.67625899280575,2,1,54.67625899280575
Candidate_028,2,1.8201,"Veterinary Administrative Services, General.",54.67625899280575,2,1,54.67625899280575
Candidate_028,3,1.8202,Veterinary Office Management/Administration.,54.67625899280575,2,1,54.67625899280575
Candidate_028,4,1.8203,Veterinary Reception/Receptionist.,54.67625899280575,2,1,54.67625899280575
Candidate_028,5,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.67625899280575,2,1,54.67625899280575
Candidate_029,1,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003
Candidate_029,2,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003
Candidate_029,3,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003
Candidate_029,4,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003
Candidate_029,5,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003
Candidate_030,1,1.0106,Agricultural Business Technology/Technician.,54.67625899280575,2,1,54.67625899280575
Candidate_030,2,1.8201,"Veterinary Administrative Services, General.",54.67625899280575,2,1,54.67625899280575
Candidate_030,3,1.8202,Veterinary Office Management/Administration.,54.67625899280575,2,1,54.67625899280575
Candidate_030,4,1.8203,Veterinary Reception/Receptionist.,54.67625899280575,2,1,54.67625899280575
Candidate_030,5,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,54.67625899280575,2,1,54.67625899280575
Candidate_031,1,52.0401,"Administrative Assistant and Secretarial Science, General.",86.15126050420167,3,1,86.15126050420167
Candidate_031,2,52.0402,Executive Assistant/Executive Secretary.,86.15126050420167,3,1,86.15126050420167
Candidate_031,3,1.0106,Agricultural Business Technology/Technician.,85.79545454545455,2,3,85.79545454545455
Candidate_031,4,1.8201,"Veterinary Administrative Services, General.",85.79545454545455,2,3,85.79545454545455
Candidate_031,5,1.8202,Veterinary Office Management/Administration.,85.79545454545455,2,3,85.79545454545455
Candidate_032,1,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003
Candidate_032,2,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003
Candidate_032,3,12.0504,"Restaurant, Culinary, and Catering Management/Manager.",100.00000000000003,1,1,100.00000000000003
Candidate_032,4,12.0507,"Food Service, Waiter/Waitress, and Dining Room Management/Manager.",100.00000000000003,1,1,100.00000000000003
Candidate_032,5,19.0505,Foodservice Systems Administration/Management.,100.00000000000003,1,1,100.00000000000003
Candidate_033,1,52.0401,"Administrative Assistant and Secretarial Science, General.",89.91596638655463,3,1,89.91596638655463
Candidate_033,2,52.0402,Executive Assistant/Executive Secretary.,89.91596638655463,3,1,89.91596638655463
Candidate_033,3,1.0106,Agricultural Business Technology/Technician.,89.20863309352518,2,2,89.20863309352518
Candidate_033,4,1.8201,"Veterinary Administrative Services, General.",89.20863309352518,2,2,89.20863309352518
Candidate_033,5,1.8202,Veterinary Office Management/Administration.,89.20863309352518,2,2,89.20863309352518
Candidate_034,1,1.0106,Agricultural Business Technology/Technician.,97.12230215827337,1,1,97.12230215827337
Candidate_034,2,1.8201,"Veterinary Administrative Services, General.",97.12230215827337,1,1,97.12230215827337
Candidate_034,3,1.8202,Veterinary Office Management/Administration.,97.12230215827337,1,1,97.12230215827337
Candidate_034,4,1.8203,Veterinary Reception/Receptionist.,97.12230215827337,1,1,97.12230215827337
Candidate_034,5,1.8204,Veterinary Administrative/Executive Assistant and Veterinary Secretary.,97.12230215827337,1,1,97.12230215827337
Candidate_035,1,11.0102,Artificial Intelligence.,90.35989717223649,1,1,90.35989717223649
Candidate_035,2,11.0103,Information Technology.,90.35989717223649,2,1,90.35989717223649
Candidate_035,3,11.0104,Informatics.,90.35989717223649,2,1,90.35989717223649
Candidate_035,4,11.0201,"Computer Programming/Programmer, General.",90.35989717223649,2,1,90.35989717223649
Candidate_035,5,11.0202,"Computer Programming, Specific Applications.",90.35989717223649,2,1,90.35989717223649
Candidate_036,1,52.0401,"Administrative Assistant and Secretarial Science, General.",89.91596638655463,3,1,89.91596638655463
Candidate_036,2,52.0402,Executive Assistant/Executive Secretary.,89.91596638655463,3,1,89.91596638655463
Candidate_036,3,1.0106,Agricultural Business Technology/Technician.,89.20863309352518,2,2,89.20863309352518
Candidate_036,4,1.8201,"Veterinary Administrative Services, General.",89.20863309352518,2,2,89.20863309352518
Candidate_036,5,1.8202,Veterinary Office Management/Administration.,89.20863309352518,2,2,89.20863309352518
Candidate_037,1,11.0102,Artificial Intelligence.,79.11311053984575,1,1,79.11311053984575
Candidate_037,2,11.0103,Information Technology.,79.11311053984575,2,1,79.11311053984575
Candidate_037,3,11.0104,Informatics.,79.11311053984575,2,1,79.11311053984575
Candidate_037,4,11.0201,"Computer Programming/Programmer, General.",79.11311053984575,2,1,79.11311053984575
Candidate_037,5,11.0202,"Computer Programming, Specific Applications.",79.11311053984575,2,1,79.11311053984575
Candidate_038,1,11.0102,Artificial Intelligence.,69.47300771208226,1,1,69.47300771208226
Candidate_038,2,11.0103,Information Technology.,69.47300771208226,2,1,69.47300771208226
Candidate_038,3,11.0104,Informatics.,69.47300771208226,2,1,69.47300771208226
Candidate_038,4,11.0201,"Computer Programming/Programmer, General.",69.47300771208226,2,1,69.47300771208226
Candidate_038,5,11.0202,"Computer Programming, Specific Applications.",69.47300771208226,2,1,69.47300771208226
Candidate_039,1,12.05,"Cooking and Related Culinary Arts, General.",100.00000000000003,1,1,100.00000000000003
Candidate_039,2,12.0503,Culinary Arts/Chef Training.,100.00000000000003,1,1,100.00000000000003
