candidate_id,selected_occupation,recommendation_score,recommendation_percentage,skill_normalized_score,skill_percentage,tfidf_similarity_score,tfidf_normalized_score,tfidf_percentage,semantic_similarity_score,semantic_normalized_score,semantic_percentage,posting_count,total_vacancies,province_count,demand_score,demand_percentage,education_score,education_percentage,candidate_match_score,final_hybrid_score,final_hybrid_percentage,final_hybrid_rank,demand_adjusted_score,demand_adjusted_rank,education_adjusted_score,education_adjusted_rank,tfidf_demand_score,tfidf_demand_rank,tfidf_education_score,tfidf_education_rank
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1.0,100.0,0.014418958252602254,0.3958074065296681,39.58,0.5054786205291748,1.0,100.0,323,344,8,0.2290858604605659,22.91,1.0,100.0,0.7,0.8458171720921132,84.58,1,0.8458171720921133,1,1.0,1,0.3624630973158477,3,0.45622666587670135,2
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,0.6967755018332572,69.68,0.028241310863068334,1.0,100.0,0.472991943359375,0.7309810620709092,73.1,347,357,10,0.266375870790639,26.64,1.0,100.0,0.4997147973664582,0.6529899715245859,65.3,2,0.6243777997197943,2,0.742490453756875,2,0.8532751741581278,1,1.0,1
Candidate_001,Bookkeeper,0.6682011331444759,66.8201133144476,0.6127816609934615,61.28,0.010643430307318702,0.230774283351105,23.08,0.4637681841850281,0.65460003104619,65.46,396,422,11,0.2992257912289334,29.92,1.0,100.0,0.443583592213878,0.6034287504596646,60.34,3,0.5667978350616474,3,0.6703217614178433,3,0.2444645849266707,4,0.30769685501599453,4
Candidate_001,Secondary School Teacher,0.6688963210702341,66.88963210702342,0.622928673032444,62.29,0.006630853375915681,0.055379447825933945,5.54,0.45415470004081726,0.5749917263631265,57.5,681,740,9,0.3635561348837076,36.36,1.0,100.0,0.4192721397884497,0.5919833667651913,59.2,4,0.5518793867349697,4,0.6390641797280067,4,0.11701478523748868,13,0.14984150304334054,5
Candidate_001,Office Administrator,0.6561004784688996,65.61004784688997,0.4361596511409003,43.62,0.006084603310117848,0.03150216345627963,3.15,0.45627740025520325,0.592569595414838,59.26,676,1709,13,0.5286438829565303,52.86,0.0,0.0,0.3600552362945084,0.4657840128858145,46.58,5,0.5172204752136014,5,0.46292816095008227,5,0.13093050735632977,11,0.02835194711065167,12
Candidate_002,Software Developer,0.5382390745501285,53.82390745501285,0.8189766486101043,81.9,0.01584548681107333,1.0,100.0,0.5188846588134766,1.0,100.0,323,344,8,0.2290858604605659,22.91,1.0,100.0,0.6366418270135366,0.7824589991056498,78.25,1,0.773407831536155,1,0.918539491874547,1,0.8458171720921133,1,1.0,1
Candidate_002,Office Manager,0.5467625899280575,54.67625899280575,1.0,100.0,0.007630782908994734,0.22675997774008175,22.68,0.4099811613559723,0.33009403848508867,33.01,676,1709,13,0.5286438829565303,52.86,1.0,100.0,0.465532913469781,0.671261690061087,67.13,2,0.6377663919853416,2,0.6985423173182899,3,0.28713675878337147,9,0.3040839799660736,6
Candidate_002,Information Technology (IT) Analyst,0.5286596440247002,52.86596440247002,0.6155276558846338,61.55,0.01190410885843587,0.6290029181622739,62.9,0.47961124777793884,0.7584146258296381,75.84,347,357,10,0.266375870790639,26.64,1.0,100.0,0.48087979859999513,0.6341549727581229,63.42,3,0.6028520868438365,3,0.7182740267714224,2,0.556477508687947,2,0.6661026263460466,2
Candidate_002,Office Administrator,0.5382775119617226,53.82775119617226,0.8197929865595287,81.98,0.00615060045484842,0.0874322152989754,8.74,0.41645339131355286,0.36990713479607273,36.99,676,1709,13,0.5286438829565303,52.86,1.0,100.0,0.41639504247446046,0.6221238190657665,62.21,4,0.5816088251335467,4,0.6353650546100206,5,0.1756745488304864,14,0.17868899376907788,12
Candidate_002,Secondary School Teacher,0.5365105908584169,53.65105908584169,0.7822669230071398,78.23,0.007787720945606818,0.24153236301043218,24.15,0.43228602409362793,0.4672995540798286,46.73,681,740,9,0.3635561348837076,36.36,1.0,100.0,0.43734826698043894,0.6100594939571804,61.01,5,0.5725378178115289,5,0.6623049146891358,4,0.2659371173850873,13,0.31737912670938895,5
Candidate_003,Administrative Assistant,0.8991596638655464,89.91596638655463,1.0,100.0,0.01529515965585502,0.48338193597626333,48.34,0.49100974202156067,0.5875608276251357,58.76,812,890,11,0.4384514673595585,43.85,1.0,100.0,0.5556462896687975,0.7433365831407092,74.33,1,0.722714624521966,1,0.8144023724313111,1,0.4743958422529224,8,0.535043742378637,5
Candidate_003,Office Manager,0.8920863309352518,89.20863309352518,0.8802953501891214,88.03,0.013815828089259245,0.3609571494397498,36.1,0.4675544202327728,0.456589852149889,45.66,676,1709,13,0.5286438829565303,52.86,1.0,100.0,0.4679098208186536,0.6736385974099597,67.36,2,0.6404828575269103,2,0.7015983410525547,2,0.39449449614310594,11,0.42486143449577485,10
Candidate_003,Office Administrator,0.8821770334928231,88.2177033492823,0.7125966158149186,71.26,0.010975973075868742,0.1259397593836235,12.59,0.48598533868789673,0.5595053180176909,55.95,676,1709,13,0.5286438829565303,52.86,1.0,100.0,0.4452356768414133,0.6509644534327194,65.1,3,0.6145695501243499,3,0.6724458702246742,3,0.20648058409820488,14,0.21334578344526117,14
