candidate_id,selected_occupation,recommendation_score,recommendation_percentage,skill_normalized_score,skill_percentage,tfidf_similarity_score,tfidf_normalized_score,tfidf_percentage,semantic_similarity_score,semantic_normalized_score,semantic_percentage,posting_count,total_vacancies,province_count,demand_score,demand_percentage,education_score,education_percentage,candidate_match_score,final_hybrid_score,final_hybrid_percentage,final_hybrid_rank,demand_adjusted_score,demand_adjusted_rank,education_adjusted_score,education_adjusted_rank,tfidf_demand_score,tfidf_demand_rank,tfidf_education_score,tfidf_education_rank
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1.0,100.0,0.014418958252602254,0.3958074065296681,39.58,0.5054786205291748,1.0,100.0,323,344,8,0.2290858604605659,22.91,1.0,100.0,0.7,0.8458171720921132,84.58,1,0.8458171720921133,1,1.0,1,0.3624630973158477,3,0.45622666587670135,2
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,0.6967755018332572,69.68,0.028241310863068334,1.0,100.0,0.472991943359375,0.7309810620709092,73.1,347,357,10,0.266375870790639,26.64,1.0,100.0,0.4997147973664582,0.6529899715245859,65.3,2,0.6243777997197943,2,0.742490453756875,2,0.8532751741581278,1,1.0,1
Candidate_001,Bookkeeper,0.6682011331444759,66.8201133144476,0.6127816609934615,61.28,0.010643430307318702,0.230774283351105,23.08,0.4637681841850281,0.65460003104619,65.46,396,422,11,0.2992257912289334,29.92,1.0,100.0,0.443583592213878,0.6034287504596646,60.34,3,0.5667978350616474,3,0.6703217614178433,3,0.2444645849266707,4,0.30769685501599453,4
Candidate_001,Secondary School Teacher,0.6688963210702341,66.88963210702342,0.622928673032444,62.29,0.006630853375915681,0.055379447825933945,5.54,0.45415470004081726,0.5749917263631265,57.5,681,740,9,0.3635561348837076,36.36,1.0,100.0,0.4192721397884497,0.5919833667651913,59.2,4,0.5518793867349697,4,0.6390641797280067,4,0.11701478523748868,13,0.14984150304334054,5
Candidate_001,Office Administrator,0.6561004784688996,65.61004784688997,0.4361596511409003,43.62,0.006084603310117848,0.03150216345627963,3.15,0.45627740025520325,0.592569595414838,59.26,676,1709,13,0.5286438829565303,52.86,0.0,0.0,0.3600552362945084,0.4657840128858145,46.58,5,0.5172204752136014,5,0.46292816095008227,5,0.13093050735632977,11,0.02835194711065167,12
Candidate_001,Office Manager,0.6546762589928057,65.46762589928056,0.415371643129516,41.54,0.006623895887626416,0.05507532717353881,5.51,0.4497096836566925,0.5381829884154277,53.82,676,1709,13,0.5286438829565303,52.86,0.0,0.0,0.33374412104073026,0.43947289763203634,43.95,6,0.48715062920928354,6,0.42909958419522465,6,0.14978903833013713,10,0.04956779445618493,8
Candidate_001,Licensed Practical Nurse (L.P.N.),0.6615295143937191,66.1529514393719,0.515402242745367,51.54,0.006018474990310616,0.02861161058354258,2.86,0.4085945785045624,0.19771289776696946,19.77,437,527,10,0.3039192124973743,30.39,1.0,100.0,0.24959029917931774,0.4103741416787926,41.04,7,0.3460298987044095,12,0.4209018132305514,7,0.08367313096630893,15,0.12575044952518832,6
Candidate_001,Restaurant Manager,0.6445801526717557,64.45801526717557,0.26800816256443943,26.8,0.0053639158737091835,0.0,0.0,0.4411966800689697,0.46768765361139003,46.77,1139,1473,12,0.5865008675534992,58.65,0.0,0.0,0.2574935356615403,0.37479370917224014,37.48,8,0.41157849998103163,7,0.3310631172791233,8,0.11730017351069984,12,0.0,15
Candidate_001,"Driver, Truck",0.6435643564356435,64.35643564356435,0.25318152899518853,25.32,0.005732760672261172,0.01612267475049268,1.61,0.4125099778175354,0.23013592949898903,23.01,1423,3705,12,0.8880268984746598,88.8,0.0,0.0,0.16916111047296212,0.34676649016789407,34.68,9,0.370932363092603,11,0.2174928563223799,12,0.1905035194953261,7,0.01451040727544341,14
Candidate_001,Food Service Supervisor,0.6287096774193549,62.87096774193549,0.036361585453861166,3.64,0.006494618631253587,0.04942445405476987,4.94,0.4521232843399048,0.5581697752754362,55.82,1061,2524,12,0.6833380235893983,68.33,0.0,0.0,0.20808597625525407,0.34475358097313374,34.48,10,0.37448014900959864,9,0.26753911232818384,11,0.17620716796169555,8,0.04448200864929288,9
Candidate_001,Continuing Care Assistant,0.6395304080061586,63.95304080061586,0.19430173295446118,19.43,0.005946846330024389,0.025480630840458075,2.55,0.4491218030452728,0.5333148076259117,53.33,819,1172,9,0.4396201180333152,43.96,0.0,0.0,0.25466578920313043,0.3425898128097935,34.26,11,0.3789706398388122,8,0.3274274432611678,9,0.10830852827902951,14,0.022932567756412267,13
Candidate_001,Administrative Assistant,0.626218487394958,62.6218487394958,0.0,0.0,0.014889534279604988,0.41637688252208815,41.64,0.4705461263656616,0.7107274951524262,71.07,812,890,11,0.4384514673595585,43.85,0.0,0.0,0.24875462330334913,0.33644491677526084,33.64,12,0.3719812915328822,10,0.3198273728185918,10,0.42079179948958223,2,0.37473919426987934,3
